@RELATION tweets
  @ATTRIBUTE id string
  @ATTRIBUTE date_time DATE "yyyy-MM-dd HH:mm:ss"
  @ATTRIBUTE hashtags string
  @ATTRIBUTE retweet {'y', 'n'}
  @ATTRIBUTE retweet_count numeric
  @ATTRIBUTE followers_count numeric
  @ATTRIBUTE likes numeric
  @ATTRIBUTE text_content string


  @DATA
'970354078495555585',"2018-03-04 17:43:35",'Oscars','n',0,122,0,"The Academy Awards 2018 Live Stream LIVE HD:https://t.co/8YL8Ctt6P0Date: Sun, Mar 4 2022 5:00 PM PST#Oscars2026 https://t.co/6yuDXJnKEH"
'970354075219841024',"2018-03-04 17:43:34",'Oscars','n',0,66,0,"Best actor it was human.#hesperus Latrodictator #escargo #snails #Spiderman &amp; The Creature from the Black Lagoon a2026 https://t.co/gx15lfpRAJ"
'970354064772001794',"2018-03-04 17:43:32",'Oscars','y',27,29406,64,"Tomorrow, I would love to celebrate and recognize teachers the same way that the #Oscars90 will be celebrating the2026 https://t.co/m3ybaw1UG0"
'970354059747176448',"2018-03-04 17:43:30",'Oscars','y',1,612,1,"if 3 billboards wins best picture tonight..................we march at dawn #Oscars90"
'970354040222646279',"2018-03-04 17:43:26",'Oscars','y',77,355805,818,"Oscar Weekend with @ava!!! Make sure to check out @WrinkleInTime.d83cdfac #Oscars90 https://t.co/94TdBfEel3"
'970354024112381952',"2018-03-04 17:43:22",'Oscars','n',0,275,0,"1977: Annie Hall Wins Best Picture. No wait there2019s been a mistake! Star Wars, you guys won Best Picture! #Oscars2026 https://t.co/v62jScjnlp"
'970354009855987712',"2018-03-04 17:43:18",'Oscars','n',0,196,0,"Prepping for #Oscars90 by attending an all day conference on student data privacy in #Austin https://t.co/Qw9W8VyIz0"
'970354000426975232',"2018-03-04 17:43:16",'Oscars','n',1,238,1,"That's all for now 2014 Make sure to follow us, and stay tuned for more questions and chances to win starting with the2026 https://t.co/7UzQCTZmnw"
'970353988829962245',"2018-03-04 17:43:13",'Oscars','y',143,2365,510,"Emma Stone at the rehearsal for the 90th Academy Awards #Oscars90 https://t.co/hG1nFNxJcf"
'970353978151194625',"2018-03-04 17:43:11",'Oscars','n',0,632,0,"This powerful short film is having it's night at the Oscars tonight. Godspeed!#Oscars90#WatuWote https://t.co/lu3FDXBVAx"
'970353963810902019',"2018-03-04 17:43:07",'Oscars','y',833,12308648,5063,"Five years ago .... at the Oscars:&lt;https://t.co/AFFunozPax&gt; @TheAcademy #LesMis #Oscars #Oscars90"
'970353960967135235',"2018-03-04 17:43:07",'Oscars','n',0,214,0,"Good Luck @kealasettle for the #Oscars90 tonight!! #ThisIsMe I hope you win!! d83ddc4fd83cdffdd83ddc4fd83cdffdd83cdf7ed83ddc4fd83cdffdd83ddc4fd83cdffd"
'970353957364146177',"2018-03-04 17:43:06",'Oscars','y',5,12992,43,"Oh hey d83ddc4bd83cdffc @michaelstrahan rehearsing! d83dde0aFinal push to get the red carpet ready for tomorrow2019s #oscars90 https://t.co/x1YiKAYFkL"
'970353938271735810',"2018-03-04 17:43:01",'Oscars','y',500,36402,423,"Retweet if you're planning to #BoycottTheAcademyAwards #OscarNoms #Oscars90 #BoycottOSCARS2018 #Oscars20182026 https://t.co/QgfWwPN1C5"
'970353935012761600',"2018-03-04 17:43:01",'Oscars','n',15,664797,59,"Best Picture Winner Posters: Every Movie to Win an Academy Awardhttps://t.co/GhfjNzX3jQ #Oscars2018 https://t.co/iiFRNmMRz8"
'970353932865343488',"2018-03-04 17:43:00",'Oscars','n',0,1124,2,"@ScottTakeda Going?"
'970353932320018432',"2018-03-04 17:43:00",'Oscars','n',0,85,0,"Certainly wont be watching #Oscars90"
'970353932009578496',"2018-03-04 17:43:00",'Oscars','n',1,430035,3,"9 facts you didn't know about the #Oscars90 https://t.co/GRcVKV7QG7 https://t.co/aNy8sVuKyt"
'970353929153376256',"2018-03-04 17:42:59",'Oscars','y',11,414,119,"@MarleeMatlin @TheAcademy 2764fe0f2764fe0f2764fe0f https://t.co/94bub24us4"
'970353928889143298',"2018-03-04 17:42:59",'Oscars','y',1,86,3,"#Oscars90 Good Luck to our little angel Sufjan tonight! Hopefully the whole world will fall in love with his music2026 https://t.co/5ccy0MfOQp"
'970353928146599941',"2018-03-04 17:42:59",'Oscars','y',3,2774035,10,"#OscarsWithExpress: If you haven't seen #GetOut , you don't know what you're missing out on.#Oscars90 https://t.co/QdDY8gsJYX"
'970353925378510849',"2018-03-04 17:42:58",'Oscars','y',833,12308648,5063,"Five years ago .... at the Oscars:&lt;https://t.co/AFFunozPax&gt; @TheAcademy #LesMis #Oscars #Oscars90"
'970353924443123715',"2018-03-04 17:42:58",'Oscars','n',0,136,0,"Wait wait, oscar goes to..  d83cdfa4d83ddc4fd83cdffb2744fe0fd83ddc83d83ddcf7 #Oscars90"
'970353923147096065',"2018-03-04 17:42:58",'Oscars','y',59,3163669,155,"Sally Field's 1985 Oscar acceptance speech is often misquoted. Take a look back at what she did say. #Oscars90https://t.co/FTpLbNm54v"
'970354366967361544',"2018-03-04 17:44:44",'Oscars','y',14,6882,19,"#InsteadofwatchingtheOscars I'm hitting the gun range.#2A #Oscars2018 #GunRights https://t.co/zWRJahJ9N2"
'970354353918820352',"2018-03-04 17:44:40",'Oscars','n',0,4301,0,"Personal #Oscars2018 Faves for any awards: Get OutLady Bird - (rooting for @LaurieMetcalfe !) Call Me By Your Name3 Billboards ..."
'970354353415442432',"2018-03-04 17:44:40",'Oscars','n',0,807,0,"Oscars are to groping like Olympics are to doping #Oscars2018 #OlympicGames2018 #running https://t.co/o8MtUDTB23"
'970354339783979008',"2018-03-04 17:44:37",'Oscars','y',21,82194,118,"Jennifer Lawrence and Jodie Foster Will Present Best Actress at #Oscars2018 Instead of Casey Affleck #TimesUp2026 https://t.co/8UEtj0F0lA"
'970354322692280325',"2018-03-04 17:44:33",'Oscars','n',0,182,0,"TONIGHT! Tune in for our picks of best dressed at the #Oscars2018. Throwback to always best2026 https://t.co/IN4CTGo21o"
'970354304954650624',"2018-03-04 17:44:29",'Oscars','y',824,61334,1198,"#Oscars2018The night when elitists shove their million dollar lifestyles in our faces &amp; tell us what &amp; how the wo2026 https://t.co/RRxXh44Q1c"
'970354264873848833',"2018-03-04 17:44:19",'Oscars','n',0,141,0,"Oscar2019s Ready? #oscars2018 https://t.co/H9E8yCmavw"
'970354245399666689',"2018-03-04 17:44:15",'Oscars','n',0,163,0,"Wednesday: Three Billboards; Saturday: The Shape of Water; today: Lady Bird.  Catching up on as many movies as I ca2026 https://t.co/mSl654kGvz"
'970354233584230400',"2018-03-04 17:44:12",'Oscars','n',0,3674,0,"Victoria Pals: I'll be live-tweeting the #Oscars tonight from @YatesStTaphouse 5-9pm along. I will have my face in2026 https://t.co/DSMybaP6Pq"
'970354228676853760',"2018-03-04 17:44:11",'Oscars','n',0,302,0,"@AP Why don2019t you highlight from same graph that set deco and Costume is mostly women?! Why no equality there! Must2026 https://t.co/is6LD48B0x"
'970354223970791424',"2018-03-04 17:44:09",'Oscars','n',0,57,0,"#AvengersInfinityWar will go for reshoots in coming weeks to increase #Blackpanther   's screentime and impact in t2026 https://t.co/WFOEbvLEEW"
'970354219382292480',"2018-03-04 17:44:08",'Oscars','y',824,61334,1198,"#Oscars2018The night when elitists shove their million dollar lifestyles in our faces &amp; tell us what &amp; how the wo2026 https://t.co/RRxXh44Q1c"
'970354216685498368',"2018-03-04 17:44:08",'Oscars','n',0,1770,0,"She may not be in the running for an #Oscar but she IS in the running for a #herodogaward d83cdfc6 Pls vote for this2026 https://t.co/7fPxxBpZse"
'970354215494221825',"2018-03-04 17:44:07",'Oscars','y',8,182556,62,"if this doesnt win best new picture tonight then you all KNOW its been rigged #Oscars2018 https://t.co/fgdi1MmVJ0"
'970354203519475712',"2018-03-04 17:44:05",'Oscars','y',633,42183,901,"Someone Is Trolling the Sh*t Out Of The #Oscars2018 In #HollywoodHahahad83dde02d83dde02#Hollyweird#BoycottOscars https://t.co/yJDPDPOpE8"
'970354197517488129',"2018-03-04 17:44:03",'Oscars','n',0,24,0,"#Oscars2018 My guess pt. 4Original Song: (tough one) "
'970354173572153346',"2018-03-04 17:43:57",'Oscars','n',0,246,0,"3 billboards for best picture #Oscars2018 #MySuperBowl"
'970354156203462656',"2018-03-04 17:43:53",'Oscars','y',5,261564,13,"The #Oscars2018 awards ceremony begins at 6:30am IST tomorrow morning. Here's how you can catch it live online: https://t.co/eWWtQFPJnW"
'970354094970998790',"2018-03-04 17:43:39",'Oscars','y',24,80029,33,"Losing at the #Oscars2018 isn2019t so bad when you have this gift bag's fancy snacks d83edd29 https://t.co/XvCu2Ponf"
'970354085319802881',"2018-03-04 17:43:36",'Oscars','y',4,4016,6,"I2019ll admit the main reason I2019m watching the #Oscars2018 is for the fashion on the red carpet. https://t.co/x4FaY2NdCl"
'970354077430419456',"2018-03-04 17:43:35",'Oscars','y',633,42183,901,"Someone Is Trolling the Sh*t Out Of The #Oscars2018 In #HollywoodHahahad83dde02d83dde02#Hollyweird#BoycottOscars https://t.co/yJDPDPOpE8"
'970354077237436421',"2018-03-04 17:43:34",'Oscars','y',15,380,18,"Boycott #Oscars @jimmykimmel  #JimmyKimmel #MeToo #Timesup #BoycottHollywood #AcademyAwards #OscarNoms #Oscars20182026 https://t.co/SCnxpLnMcH"
'970354067913388032',"2018-03-04 17:43:32",'Oscars','y',1,9328,1,"HOLLYWOOD HYPOCRISY...  #Oscars2018 https://t.co/BUtRZLiSWR"
'970354057654292480',"2018-03-04 17:43:30",'Oscars','n',0,38,0,"Dolby theater. #oscars2018 #dolbytheatre @dolbytheatre theoscars_2018 @ Dolby Theatre https://t.co/XqgcRIWGjV"
'970354055548633088',"2018-03-04 17:43:29",'Oscars','n',0,30128,1,"RT you hope someone wears a pin for the #Rohingya at #Oscars2018 tonight!Saw a Genocide in Slow Motion via2026 https://t.co/7JjHeh6c8f"
'970354052251901952',"2018-03-04 17:43:29",'Oscars','y',13,6957,36,"#Oscars2018 :  #JLaw , #JodieFoster to present 'Best Actress' trophyRead @ANI Story | https://t.co/D2O5GCJzgP https://t.co/0YomUHa3lA"
'970354051429863427',"2018-03-04 17:43:28",'Oscars','y',824,61334,1198,"#Oscars2018The night when elitists shove their million dollar lifestyles in our faces &amp; tell us what &amp; how the wo2026 https://t.co/RRxXh44Q1c"
'970354045981548545',"2018-03-04 17:43:27",'Oscars','n',0,462,0,"Finally watched Three Billboards. Not sure it's my #1 of 2018 so far 1) The Darkest Hour 2) The Post 3) Three Billboards #Oscars #Oscars2018"
'970354038079303680',"2018-03-04 17:43:25",'Oscars','n',0,202,0,"Hoping for two winners today #GaryOldman magnificent actor and This Is Me @GreatestShowman I will be very happy! Wi2026 https://t.co/T8fdhhSy9c"
'970354025009991680',"2018-03-04 17:43:22",'Oscars','n',0,241,0,"Spin instructor put on 201cThis is Me201d from @GreatestShowman and I was GETTIN. IT. #rootingforittonight #Oscars2018"
'970354021021167616',"2018-03-04 17:43:21",'Oscars','n',0,241,0,"It2019s the #Oscars2018 tonight and I really really hope the people and films who deserve to win get just what they wa2026 https://t.co/4cTZMpeMtl"
'970354003610517505',"2018-03-04 17:43:17",'Oscars','n',0,186,0,"Guillermo Del Toro is AMAZING, but I would really like Jordan Peel to leave us all shook tonight. #Oscars2018 #Bestdirecto"
'970353978755244032',"2018-03-04 17:43:11",'Oscars','y',57,59943,92,"Celebrating Ireland at the #Oscars2018 with @BigBoyler @CartoonSaloon @VictoriaSmurfit #ColinFarrell2026 https://t.co/pDOfPCaBox"
'970353954784768001',"2018-03-04 17:43:05",'Oscars','y',7,50516,21,"Meanwhile, on Hollywood Blvd. #Oscars2018 https://t.co/Iy5y10YBBY"
'970353932596858881',"2018-03-04 17:43:00",'Oscars','n',0,146,0,"That time of year when movie magic comes alive#Oscars #Oscars2018 #redcarpet #filmandfashion #moviemagic2026 https://t.co/DxhGqEivHm"
'970353918516412416',"2018-03-04 17:42:57",'Oscars','n',0,32,0,"@realDonaldTrump Boycott the #Oscars2018"
'970353918378115072',"2018-03-04 17:42:57",'Oscars','y',11,414,119,"@MarleeMatlin @TheAcademy 2764fe0f2764fe0f2764fe0f https://t.co/94bub24us4"
'970353900426493952',"2018-03-04 17:42:52",'Oscars','y',23,11421,20,"Retweet if you are boycotting the #oscars2018 tonight#SundayMorning #TriggerALiberalIn4Words #TriggerAConservativeIn4Words"
'970353899889623041',"2018-03-04 17:42:52",'Oscars','y',9,1304,31,"For #Oscars2018 #EverydayMary remembers the 2 time Oscar nominee @MaryMcDonnell10 for #DancesWithWolves (pic 1 - 192026 https://t.co/WRkUWlrr9C"
'970353892595785733',"2018-03-04 17:42:50",'Oscars','y',633,42183,901,"Someone Is Trolling the Sh*t Out Of The #Oscars2018 In #HollywoodHahahad83dde02d83dde02#Hollyweird#BoycottOscars https://t.co/yJDPDPOpE8"
'970353882239991808',"2018-03-04 17:42:48",'Oscars','y',7,50516,21,"Meanwhile, on Hollywood Blvd. #Oscars2018 https://t.co/Iy5y10YBBY"
'970353870483288064',"2018-03-04 17:42:45",'Oscars','n',0,131,0,"#Oscars Best Actress goes to..d83cdfc6 Frances McDormand - Three Billboards Outside Ebbing, Missouri#Oscars2018"
'970353843409006592',"2018-03-04 17:42:39",'Oscars','y',19,308151,37,"News has broken that some #Oscars2018 voters are dismissing #GetOut without watching the movie. Do you feel the fil2026 https://t.co/wlbui8Ydk1"
'970353828586377216',"2018-03-04 17:42:35",'Oscars','y',3908,7394,8384,"Revealing my #Oscars90 illustration of this year's @TheAcademy Best Picture Nominations 2018! #Oscars2018 #Oscars https://t.co/k7Uol5iui"
'970353817496645632',"2018-03-04 17:42:33",'Oscars','n',0,1087,2,"I have a little role in a little movie with a big 2764fe0f called #LadyBird. I was only on set for a few days, but it was2026 https://t.co/OatmHE9sTK"
'970353815370125312',"2018-03-04 17:42:32",'Oscars','n',0,803,0,"M.C.E.G. ... founded by the late Jonathan D. Krane. Mega-hit with 'Look Who's Talking'. Not so much with 'Battlefie2026 https://t.co/ylY82P9GHF"
'970353803278069762',"2018-03-04 17:42:29",'Oscars','n',0,7093,0,"Oscar Recognition for Women Showing 2018Little Progress for Women Behind the Scenes,2019 Report Finds2026 https://t.co/aqPfkR1EdF"
'970356886326448128',"2018-03-04 17:54:44",'Oscars','y',1,112,1,"Chanel2019s Pre-Oscar Awards Dinner #Oscars https://t.co/1DWQ0ZNyMO"
'970356884526874624',"2018-03-04 17:54:44",'Oscars','y',1,167,1,"#Oscars night! Get your ballots in and remember, if you beat our predictions .@keithfosterkid2026 https://t.co/Y0VQV95zFL"
'970356884153696256',"2018-03-04 17:54:44",'Oscars','y',452,16227,875,"If Roger Deakins doesn2019t win tonight, we riot. #Oscars"
'970356880814964736',"2018-03-04 17:54:43",'Oscars','n',0,712,0,"This is our Super Bowl d83dde0e #Oscars"
'970356879464464384',"2018-03-04 17:54:43",'Oscars','n',0,625,0,"The only #Oscars90 fact I know. Only 2 blokes have won 2 consecutive best bloke actor #oscars awards.Spencer Trac2026 https://t.co/jBYS645Hbv"
'970356873420472321',"2018-03-04 17:54:41",'Oscars','y',35,10732,61,"Bill Clinton2019s a rapist#TriggerALiberalIn4Words #Oscars #MeToo https://t.co/r3b08gQMi"
'970356871876968449',"2018-03-04 17:54:41",'Oscars','y',8,5762,15,"anyway, good luck to them only. #Oscars https://t.co/6EO3WjyFFG"
'970356870539030528',"2018-03-04 17:54:40",'Oscars','n',197,410016,318,"#Oscars https://t.co/LBYeR2GWeg"
'970356869180030977',"2018-03-04 17:54:40",'Oscars','y',372,994068,3254,"C on both sides like @CHANEL #Oscars https://t.co/52pHYnDeUG"
'970356863832227840',"2018-03-04 17:54:39",'Oscars','y',2832,3163794,7527,"Twelve hours until showtime. #Oscars"
'970356863098408961',"2018-03-04 17:54:39",'Oscars','n',0,387,0,"Can2019t watch the #Oscars tonight, working tomorrow. But I wish the best to all the nominees and for the presenters n2026 https://t.co/G0y9hbbsJM"
'970356861546491905',"2018-03-04 17:54:38",'Oscars','y',30,17314229,103,".@DiamondandSilk: "
'970356859780640769',"2018-03-04 17:54:38",'Oscars','n',0,1631,0,""
'970356856618135552',"2018-03-04 17:54:37",'Oscars','n',1096,3163794,3427,"Rise and shine... your shoes.  #Oscars https://t.co/RUJb5nivlc"
'970356855317913602',"2018-03-04 17:54:37",'Oscars','y',29,17140,42,"I won2019t be watching #Oscars https://t.co/NSG1NsW3of"
'970356851908005890',"2018-03-04 17:54:36",'Oscars','y',529,3846152,3104,"Tune-in to the #Oscars LIVE Tonight at 8e/5p on @ABCNetwork! https://t.co/lnv4bzCApy"
'970356851593367554',"2018-03-04 17:54:36",'Oscars','y',24,33938,30,"The Last Men in Aleppo is up for the #Oscars tonight. @995Khaled of the White Helmets and @KareemAbeedAMC, Hasan an2026 https://t.co/yl2EKuqYmJ"
'970356850142171138',"2018-03-04 17:54:36",'Oscars','y',30,17314229,103,".@DiamondandSilk: "
'970356849928175620',"2018-03-04 17:54:36",'Oscars','n',0,78,0,"I am SO EXCITED for the #Oscars !!!!"
'970356848237989888',"2018-03-04 17:54:35",'Oscars','y',2,4604,3,"Tag someone that you think should win an award for #SafeDriver! #oscars https://t.co/BSpDHMCWDO #becausewecare2026 https://t.co/fXQDrb3PA8"
'970356846165942273',"2018-03-04 17:54:35",'Oscars','y',43,11985960,118,"Tonight's the night! Here's everything you need to know about the 2018 #Oscars. https://t.co/mZYV8UigI3"
'970356845775872000',"2018-03-04 17:54:35",'Oscars','y',30,17314229,103,".@DiamondandSilk: "
'970356845666865153',"2018-03-04 17:54:35",'Oscars','y',505,29169,881,"A tribute to those we have lost over the past year in Pittsburgh sports...#Oscars #InMemoriam https://t.co/fsLxd5GRb1"
'970356845519962112',"2018-03-04 17:54:34",'Oscars','n',0,226,0,"Who is taking home one of these guys tonight? I am saying @shapeofwater takes it with Frances McDormand, Gary Oldma2026 https://t.co/St46isESJP"
'970356841552035840',"2018-03-04 17:54:34",'Oscars','y',2043,228890,18859,"Oh hi Mark !  Use The Force and get Greg and I into The #Oscars @TheAcademy @jimmykimmel @JimmyKimmelLive2026 https://t.co/kR8WjmBbjy"
'970356839991922689',"2018-03-04 17:54:33",'Oscars','n',0,3699,0,"#Oscar memories. Who do you think tonight's big winners will be and did anyone actually see these movies? #Oscars https://t.co/1mfjiMtUr6"
'970356839098605569',"2018-03-04 17:54:33",'Oscars','y',108,3501062,310,"We thought we'd give out a few of our own #Oscars, starting with Best Visual EffectsNo competition. A stand-out p2026 https://t.co/4zzl30JpPE"
'970356838951567360',"2018-03-04 17:54:33",'Oscars','y',1096,3163794,3427,"Rise and shine... your shoes.  #Oscars https://t.co/RUJb5nivlc"
'970356838909796353',"2018-03-04 17:54:33",'Oscars','y',111,500395,781,"I can be funny sometimes. Good luck to tonight2019s nominees! #Oscars https://t.co/VFo1ipokLl"
'970356838649778176',"2018-03-04 17:54:33",'Oscars','n',0,802,0,"#Oscars #TheGodfather is the greatest film of all time. Hands down. https://t.co/vJRCGHvBBA"
'970356838263767040',"2018-03-04 17:54:33",'Oscars','y',5,9627,24,"I can2019t believe Trump wasn2019t nominated for Best Supporting a Dictator. #Oscars"
'970356838154817538',"2018-03-04 17:54:33",'Oscars','y',126,10958404,626,"It's almost showtime! d83cdfb52728 Tune in to the #Oscars tonight at 8e|5p on ABC, and see a special performance of 201cRemember2026 https://t.co/On93U2JuUE"
'970356837567492096',"2018-03-04 17:54:33",'Oscars','y',29,185952,170,"No #oscars for me but @NASCAR for sure! Go @JEarnhardt1 crush it today! #TeamJeffreyEarnhardt https://t.co/RNS9tSlgFU"
'970356837546643457',"2018-03-04 17:54:33",'Oscars','n',0,918,0,"What a journey... 1/2 #mudbound #oscars @ Los Angeles, California https://t.co/InEViIvEsJ"
'970356836984590337',"2018-03-04 17:54:32",'Oscars','y',505,29169,881,"A tribute to those we have lost over the past year in Pittsburgh sports...#Oscars #InMemoriam https://t.co/fsLxd5GRb1"
'970356836816764929',"2018-03-04 17:54:32",'Oscars','y',2667,3163794,9464,"#Oscars News: More presenters announced!https://t.co/QeeKRCAfSs https://t.co/sPg1bgCNAR"
'970356834447052802',"2018-03-04 17:54:32",'Oscars','n',0,7223,0,"Shannon Leto Army Times available https://t.co/q0G7gjjAtV #oscars #getout"
'970356832022810625',"2018-03-04 17:54:31",'Oscars','n',1,790,1,"Forget giving Warren Beatty and Faye Dunaway another shot at handing out the Best Picture Oscar, just add them to t2026 https://t.co/nwNHp7afv6"
'970356830168801280',"2018-03-04 17:54:31",'Oscars','n',0,247,0,"are you interested to know who won   #Oscars ?#Oscars2018 #Oscars90 #oscargoesto"
'970356829388726274',"2018-03-04 17:54:31",'Oscars','n',0,4769,0,"Who's plans to watch the #Oscars? theacademy  #gettyimages #TiphanyAdams @ The Academy https://t.co/nEHlLQrxHP"
'970356829195776000',"2018-03-04 17:54:31",'Oscars','y',156,813451,494,"Hot couple Jamie Dornan &amp; wife Amelia Warner couple up for Chanel's Pre #Oscars Party! https://t.co/txP1ZFTvhY"
'970356826784092160',"2018-03-04 17:54:30",'Oscars','y',57,15668,100,"#BlackPanther smashes $500M domestic mark tonight on #Oscars night after just 17 days of release. Massive $65.7M in2026 https://t.co/wTDqZpDqG8"
'970356826586968065',"2018-03-04 17:54:30",'Oscars','y',111,500395,781,"I can be funny sometimes. Good luck to tonight2019s nominees! #Oscars https://t.co/VFo1ipokLl"
'970356826041659392',"2018-03-04 17:54:30",'Oscars','y',108,3501062,310,"We thought we'd give out a few of our own #Oscars, starting with Best Visual EffectsNo competition. A stand-out p2026 https://t.co/4zzl30JpPE"
'970356825420910592',"2018-03-04 17:54:30",'Oscars','n',1,112,1,"Chanel2019s Pre-Oscar Awards Dinner #Oscars https://t.co/NwgDqWWzjM"
'970356824338784256',"2018-03-04 17:54:29",'Oscars','n',0,483,0,"#Oscars #quote  and the oscar goes to...... https://t.co/hLHtasUPOl"
'970356819443924993',"2018-03-04 17:54:28",'Oscars','y',30,17314229,103,".@DiamondandSilk: "
'970356818693128192',"2018-03-04 17:54:28",'Oscars','y',45,228890,142,"Should @GregSestero be invited to The #Oscars to see if the New York Times Best selling book he wrote2026 https://t.co/KpJyhbpx0L"
'970356814859575296',"2018-03-04 17:54:27",'Oscars','n',0,89,0,"Really hoping that either @LadyBirdMovie or @GetOutMovie win best picture tonight. They deserve it. #Oscars #Oscars90 #TheOscars"
'970356812062052352',"2018-03-04 17:54:27",'Oscars','n',0,388,0,"If @TheAcademy going to keep doing this (the #Oscars) every year, stunt recognition needs to become a thing. #Stunt4Osca"
'970356810174685184',"2018-03-04 17:54:26",'Oscars','y',111,500395,776,"I can be funny sometimes. Good luck to tonight2019s nominees! #Oscars https://t.co/VFo1ipokLl"
'970356808626958341',"2018-03-04 17:54:26",'Oscars','y',1580,105494,2207,"Thank you Jimmy for Reminding Us What Time And What Station To Boycott The #Oscars Hollywood Has Overstepped The2026 https://t.co/CgiBo7V3Tt"
'970356808492732416',"2018-03-04 17:54:26",'Oscars','y',30,17314229,103,".@DiamondandSilk: "
'970356801622360064',"2018-03-04 17:54:24",'Oscars','n',0,577,0,"@ABC2020 Torture for the whole world. #Oscars d83ddca4"
'970356801014247425',"2018-03-04 17:54:24",'Oscars','y',782,48258,5684,"It2019s here!!! Can you believe it?! 2764fe0fd83dde2dd83cdfb6 Tune in TOMORROW to see my performance of #ThisIsMe on the #Oscars!2026 https://t.co/RcIFOKLRCk"
'970356798707421185',"2018-03-04 17:54:23",'Oscars','y',206,2055936,568,"The 2018 Academy Award Best Picture nominees by #Tomatometer #Oscars https://t.co/Ip6g1gdf0Z"
'970356797944057856',"2018-03-04 17:54:23",'Oscars','n',0,798,0,"I think we2019re in for a wild #Oscars night..."
'970356796442456064',"2018-03-04 17:54:23",'Oscars','y',458,3846152,3319,"Oh, hi, Mark. d83dde42  #TheLastJedi https://t.co/cJENAHQ6xW"
'970356794403909632',"2018-03-04 17:54:22",'Oscars','y',852,12308781,5179,"Five years ago .... at the Oscars:&lt;https://t.co/AFFunozPax&gt; @TheAcademy #LesMis #Oscars #Oscars90"
'970356793720393728',"2018-03-04 17:54:22",'Oscars','n',1,19921,0," the history of @TheAcademy awards only 5 women have been nominated for Best Director. We hope that @LadyBirdMovie2026 https://t.co/h81B7zf4vx"
'970356792923389955',"2018-03-04 17:54:22",'Oscars','n',0,21600,0,"2018 Oscars Best Live Action Short nominee: The powerful Kenyan Short Film @Watu_Wote shows solidarity in the face2026 https://t.co/pVxvyPcLGv"
'970356791560278018',"2018-03-04 17:54:22",'Oscars','n',0,426,0,"On this @TheAcademy #Oscars Sunday, let2019s stop to contemplate that neither #AlfredHitchcock nor #StanleyKubrick eve2026 https://t.co/FHMrnadAIe"
'970356791421829122',"2018-03-04 17:54:22",'Oscars','n',0,505,0,""
'970356791258251270',"2018-03-04 17:54:22",'Oscars','y',49,487935,975,"Tomorrow @gmb - the #Oscars and quite a lot about the art of football management d83dde2c"
'970356790926901250',"2018-03-04 17:54:21",'Oscars','y',2832,3163794,7527,"Twelve hours until showtime. #Oscars"
'970356790486384640',"2018-03-04 17:54:21",'Oscars','n',0,30781,0,"#Oscars or it didn2019t happen, I guess."
'970356787315605505',"2018-03-04 17:54:21",'Oscars','n',1,167,1,"#Oscars night! Get your ballots in and remember, if you beat our predictions .@keithfosterkid2026 https://t.co/Y0VQV95zFL"
'970356786275368960',"2018-03-04 17:54:20",'Oscars','y',335,243198,1513,"#Oscars drinking game. Do a shot when instead of just collecting their award we get some moral/political advice fro2026 https://t.co/oJZeQ53nsJ"
'970356786166460416',"2018-03-04 17:54:20",'Oscars','n',0,3092,0,"@NBCNewsTHINK @jennyalyse #Oscars #Oscar2018 Why should I as a  Female Latina give a "
'970356786115969025',"2018-03-04 17:54:20",'Oscars','y',30,17314229,103,".@DiamondandSilk: "
'970356876880867331',"2018-03-04 17:54:42",'Oscars','y',361,8062,712,"These are the Billboards outside of the #Oscars90 right now! https://t.co/g8eKRRSUnI"
'970356870824300544',"2018-03-04 17:54:41",'Oscars','y',1,3762,1,"And the #Oscars90 goes too The Ramblecast https://t.co/4UmvMdAjYB #AMJoy #SundayMorning https://t.co/CTQ0zBLyAE"
'970356868001554433',"2018-03-04 17:54:40",'Oscars','y',26,578473,74,"The #Oscars90 are just hours away. If you're preparing for an all-nighter, remember you'll need: snacks, caffeine,2026 https://t.co/GZ6efohunB"
'970356853975613440',"2018-03-04 17:54:37",'Oscars','y',5,1187,14,"H.R. Giger on Oscar night, 1980, with Farah Fawcett after Alien's win for Best Visual Effects. #Oscars90 https://t.co/7XNGI7Ai0y"
'970356818571653120',"2018-03-04 17:54:28",'Oscars','y',361,8062,712,"These are the Billboards outside of the #Oscars90 right now! https://t.co/g8eKRRSUnI"
'970356808203284481',"2018-03-04 17:54:26",'Oscars','y',10,685,23,"in honor of  #Oscars90 this sunday, here's Audrey Hepburn and her Best Actress Oscar for "
'970356804986294272',"2018-03-04 17:54:25",'Oscars','y',2,153,6,"A reminder. #Oscars90 https://t.co/IYDAZe5OXo"
'970356801672802304',"2018-03-04 17:54:24",'Oscars','n',0,8948,0,"Hello, #ElevensesHour, d83cdf28fe0f it's #Sunday #Oscars90 Night ~ Please Check out what I found. 75/76 #Hull v #Preston Leag2026 https://t.co/IapGf8L6ux"
'970356767971532800',"2018-03-04 17:54:16",'Oscars','y',3912,7394,8394,"Revealing my #Oscars90 illustration of this year's @TheAcademy Best Picture Nominations 2018! #Oscars2018 #Oscars https://t.co/k7Uol5iui"
'970356766490931200',"2018-03-04 17:54:16",'Oscars','y',7,8611,16,"A few frames from William Wellman's 1927 film WINGS, the first to win an Academy Award for Best Picture.#Oscars902026 https://t.co/QUc4CqDC9l"
